# generator: tools/s2_golden_gen/main.zig v1
# reference: github.com/golang/geo@v0.0.0-20251229110840-fd652594c94c
# seed: 1
# random: 2000
# levels: 0,1,5,10,15,18,30
lat_nano	lon_nano	level	cell_id_hex
-86228062736	8040694778	0	0xb000000000000000
-86176661024	-127976451090	0	0xb000000000000000
-86140117795	67955060120	0	0xb000000000000000
-86124382289	-75692814501	0	0xb000000000000000
-86101358617	15723919947	0	0xb000000000000000
-86087446140	8360385620	0	0xb000000000000000
-86006945408	162579407695	0	0xb000000000000000
-86002935022	-12740567293	0	0xb000000000000000
-85991908593	-44680944269	0	0xb000000000000000
-85958226984	-103801266026	0	0xb000000000000000
-85900986605	121090404984	0	0xb000000000000000
-85851937639	-68055231521	0	0xb000000000000000
-85607776202	178466505175	0	0xb000000000000000
-85329296655	-105278556217	0	0xb000000000000000
-85300783029	-64585641525	0	0xb000000000000000
-85048527167	-89370803377	0	0xb000000000000000
-85015984123	-113035488255	0	0xb000000000000000
-84996974993	-19990091874	0	0xb000000000000000
-84965282030	115063963256	0	0xb000000000000000
-84925441112	7070726343	0	0xb000000000000000
-84877955677	122381520293	0	0xb000000000000000
-84839862019	146976480641	0	0xb000000000000000
-84768804134	49966568440	0	0xb000000000000000
-84716008093	-178640413446	0	0xb000000000000000
-84573174048	-179967150424	0	0xb000000000000000
-84444801310	-103405244811	0	0xb000000000000000
-84198329434	-82378101510	0	0xb000000000000000
-84180251393	-97868861695	0	0xb000000000000000
-84088721263	-143969202041	0	0xb000000000000000
-83955949998	-27249825295	0	0xb000000000000000
-83907447884	-103203668336	0	0xb000000000000000
-83866973599	158204853917	0	0xb000000000000000
-83835160543	48923223543	0	0xb000000000000000
-83596673258	147746630347	0	0xb000000000000000
-83596098890	-84090210817	0	0xb000000000000000
-83558161116	-170632162418	0	0xb000000000000000
-83486184951	-89529306841	0	0xb000000000000000
-83413998137	35687980475	0	0xb000000000000000
-83396971456	105373076205	0	0xb000000000000000
-83337983943	-156769863129	0	0xb000000000000000
-83194407355	-92537840650	0	0xb000000000000000
-83120699198	155528015024	0	0xb000000000000000
-83086986893	78416783384	0	0xb000000000000000
-82987916304	66595942629	0	0xb000000000000000
-82707450278	-120555326140	0	0xb000000000000000
-82702002958	65614286349	0	0xb000000000000000
-82661923998	89862056341	0	0xb000000000000000
-82555042268	-128513567375	0	0xb000000000000000
-82488810119	148383458931	0	0xb000000000000000
-82315213884	165707085863	0	0xb000000000000000
-82244632547	39110893866	0	0xb000000000000000
-82232782258	8192070789	0	0xb000000000000000
-81924423630	94220832198	0	0xb000000000000000
-81718526840	-15724721354	0	0xb000000000000000
-81639223851	40529059856	0	0xb000000000000000
-81592125025	38495352554	0	0xb000000000000000
-81492613740	91905620796	0	0xb000000000000000
-81383585958	150314684553	0	0xb000000000000000
-81345500474	-122247938621	0	0xb000000000000000
-81276103364	-32818881858	0	0xb000000000000000
-81268315162	-141449329507	0	0xb000000000000000
-81261298498	18315006917	0	0xb000000000000000
-81208571563	122613113316	0	0xb000000000000000
-81147646683	51484499884	0	0xb000000000000000
-80964160093	26047996025	0	0xb000000000000000
-80947283237	-94088484503	0	0xb000000000000000
-80807563010	122171500264	0	0xb000000000000000
-80711021191	-15883116946	0	0xb000000000000000
-80620992692	102471030547	0	0xb000000000000000
-80565015847	-165327037918	0	0xb000000000000000
-80544215777	-148936062195	0	0xb000000000000000
-80388501786	-20102958632	0	0xb000000000000000
-80215929893	-140968329100	0	0xb000000000000000
-80212455622	627850918	0	0xb000000000000000
-80208996850	52824036270	0	0xb000000000000000
-80151443060	-92656686103	0	0xb000000000000000
-80100170154	-175866877442	0	0xb000000000000000
-80037459418	145335763225	0	0xb000000000000000
-80033678462	167831974819	0	0xb000000000000000
-79932936289	122883028709	0	0xb000000000000000
-79926133200	-104305556752	0	0xb000000000000000
-79897356959	-149682789169	0	0xb000000000000000
-79765832236	129958352721	0	0xb000000000000000
-79648321700	90495087766	0	0xb000000000000000
-79490445944	-78820289656	0	0xb000000000000000
-79439502224	-160445009483	0	0xb000000000000000
-79374124463	-169015358966	0	0xb000000000000000
-79370191673	-73745593754	0	0xb000000000000000
-79293357082	-103690202982	0	0xb000000000000000
-79030385559	51561885696	0	0xb000000000000000
-78769809609	-17890458275	0	0xb000000000000000
-78760903095	-102654712316	0	0xb000000000000000
-78754865719	114656153311	0	0xb000000000000000
-78740564213	119163636782	0	0xb000000000000000
-78700082132	49940455706	0	0xb000000000000000
-78596762097	76161076152	0	0xb000000000000000
-78442763609	110119816491	0	0xb000000000000000
-78370712974	-31745127267	0	0xb000000000000000
-78288762695	107606804654	0	0xb000000000000000
-78288092362	87410548492	0	0xb000000000000000
-78275099695	80335381003	0	0xb000000000000000
-78228664425	-100177095638	0	0xb000000000000000
-78008909554	-175570301364	0	0xb000000000000000
-77930626082	118604074932	0	0xb000000000000000
-77907834392	-14422298964	0	0xb000000000000000
-77753242333	-122449011136	0	0xb000000000000000
-77719591158	15497571021	0	0xb000000000000000
-77558707504	73032876234	0	0xb000000000000000
-77542522824	-32814971375	0	0xb000000000000000
-77511529638	116908739408	0	0xb000000000000000
-77476366288	-150016753424	0	0xb000000000000000
-77472987465	-82852604057	0	0xb000000000000000
-77458670340	64720842664	0	0xb000000000000000
-77441419629	68181504882	0	0xb000000000000000
-77384361305	-68254536876	0	0xb000000000000000
-77336423034	30393412887	0	0xb000000000000000
-77251157885	166767478419	0	0xb000000000000000
-77088738756	-79654219210	0	0xb000000000000000
-77061074104	13929597283	0	0xb000000000000000
-76789241199	115052444983	0	0xb000000000000000
-76436983363	-164657996310	0	0xb000000000000000
-76206889406	-173939650825	0	0xb000000000000000
-76166992293	140064020956	0	0xb000000000000000
-76132669828	-75151559019	0	0xb000000000000000
-76092365639	-3036926163	0	0xb000000000000000
-75971214515	-139369785762	0	0xb000000000000000
-75946746297	-63803161588	0	0xb000000000000000
-75886850802	73647228808	0	0xb000000000000000
-75869764990	-25466794340	0	0xb000000000000000
-75858928139	-147269253620	0	0xb000000000000000
-75754615481	-39246767343	0	0xb000000000000000
-75649606406	-139864653311	0	0xb000000000000000
-75404880442	-160109982996	0	0xb000000000000000
-75393061139	129562901352	0	0xb000000000000000
-75262892654	99990208459	0	0xb000000000000000
-75231237257	6287627332	0	0xb000000000000000
-75158151092	122660582236	0	0xb000000000000000
-75136133673	-171392654341	0	0xb000000000000000
-74994557223	-52971210444	0	0xb000000000000000
-74929902661	144393929125	0	0xb000000000000000
-74790640294	-99462451534	0	0xb000000000000000
-74781144186	85160050638	0	0xb000000000000000
-74556657592	-29202791260	0	0xb000000000000000
-74542562258	33728013418	0	0xb000000000000000
-74488312437	96924291146	0	0xb000000000000000
-74474213045	-50731667521	0	0xb000000000000000
-74373000386	87162562375	0	0xb000000000000000
-74346524155	146993302793	0	0xb000000000000000
-74308996267	-108265921545	0	0xb000000000000000
-74171494463	-92299505577	0	0xb000000000000000
-73920526230	-22964318406	0	0xb000000000000000
-73869352845	-174363263081	0	0xb000000000000000
-73827337304	-125451942854	0	0xb000000000000000
-73748182964	-46269892055	0	0xb000000000000000
-73733186609	101587214113	0	0xb000000000000000
-73726030709	-26687298153	0	0xb000000000000000
-73715587676	-3630621458	0	0xb000000000000000
-73712436719	35534422120	0	0xb000000000000000
-73559432696	53169090906	0	0xb000000000000000
-73483388052	-128746524845	0	0xb000000000000000
-73294200493	-26571174531	0	0xb000000000000000
-73275752450	76385734003	0	0xb000000000000000
-73180826686	11376472690	0	0xb000000000000000
-72880324708	-100038318361	0	0xb000000000000000
-72868554515	20023471790	0	0xb000000000000000
-72853314242	-139638278324	0	0xb000000000000000
-72442760921	-6379351233	0	0xb000000000000000
-72290239118	-13480774622	0	0xb000000000000000
-72258233264	97070226623	0	0xb000000000000000
-72249070970	60905633334	0	0xb000000000000000
-72176907309	-1414808312	0	0xb000000000000000
-72043074094	-45452816018	0	0xb000000000000000
-72016974300	-127289424432	0	0xb000000000000000
-71984805145	-76949473971	0	0xb000000000000000
-71668407891	-150856592878	0	0xb000000000000000
-71604848484	112884290705	0	0xb000000000000000
-71539692045	-57217918074	0	0xb000000000000000
-71395129589	125172747492	0	0xb000000000000000
-71246916574	10246755763	0	0xb000000000000000
-71030838594	-131105659061	0	0xb000000000000000
-70996412478	178453357548	0	0xb000000000000000
-70985539970	-113123035701	0	0xb000000000000000
-70922393912	-120825378509	0	0xb000000000000000
-70897529233	-56471420872	0	0xb000000000000000
-70875217453	13673369697	0	0xb000000000000000
-70780651689	10172239953	0	0xb000000000000000
-70778016482	-17928828267	0	0xb000000000000000
-70648221822	130736981928	0	0xb000000000000000
-70581760339	13221565148	0	0xb000000000000000
-70539586078	-177855114174	0	0xb000000000000000
-70508687768	90694338001	0	0xb000000000000000
-70455505471	164515011807	0	0xb000000000000000
-70335745130	104397159200	0	0xb000000000000000
-70275710924	125346957060	0	0xb000000000000000
-70236883226	135740317912	0	0xb000000000000000
-70135533496	-160679764203	0	0xb000000000000000
-70134004138	-102908109827	0	0xb000000000000000
-70119262395	146256858615	0	0xb000000000000000
-70088319556	-17390299243	0	0xb000000000000000
-70081319504	-84419194724	0	0xb000000000000000
-70016175884	-69478516382	0	0xb000000000000000
-69738007463	31851384471	0	0xb000000000000000
-69653200434	174277629518	0	0xb000000000000000
-69600496556	46146355985	0	0xb000000000000000
-69502551886	32211532670	0	0xb000000000000000
-69334230221	-179470202583	0	0xb000000000000000
-69331776013	36854740938	0	0xb000000000000000
-69203117218	15824663137	0	0xb000000000000000
-69136813795	-165921174057	0	0xb000000000000000
-69133406021	-61175601695	0	0xb000000000000000
-69130561516	23554140616	0	0xb000000000000000
-69100450995	158232279270	0	0xb000000000000000
-69081071299	-60372031107	0	0xb000000000000000
-68853010345	39581857992	0	0xb000000000000000
-68763256866	-151452144112	0	0xb000000000000000
-68757267357	-153569846613	0	0xb000000000000000
-68756896694	66083892281	0	0xb000000000000000
-68674027019	39624412382	0	0xb000000000000000
-68634368868	40024709799	0	0xb000000000000000
-68624858889	59438165042	0	0xb000000000000000
-68602081856	52681599088	0	0xb000000000000000
-68457870608	53637623382	0	0xb000000000000000
-68397680036	-116296043301	0	0xb000000000000000
-68156034119	-132412871755	0	0xb000000000000000
-68039387159	9599451589	0	0xb000000000000000
-67938789905	-72105374154	0	0xb000000000000000
-67666967621	-83470542217	0	0xb000000000000000
-67608254111	116475509682	0	0xb000000000000000
-67603932305	-12197131994	0	0xb000000000000000
-67550878117	-52905826805	0	0xb000000000000000
-67490105329	-19275133806	0	0xb000000000000000
-67385876707	-51984837034	0	0xb000000000000000
-67348170919	-135164658280	0	0xb000000000000000
-67255234172	72955700441	0	0xb000000000000000
-67098751253	113619357806	0	0xb000000000000000
-67078978733	130630827415	0	0xb000000000000000
-67039371494	100977195619	0	0xb000000000000000
-67002132030	32679187361	0	0xb000000000000000
-66976167787	-2569926098	0	0xb000000000000000
-66944637605	-91532836422	0	0xb000000000000000
-66939546062	38440354847	0	0xb000000000000000
-66790665713	-53209470266	0	0xb000000000000000
-66771883015	-130088808169	0	0xb000000000000000
-66685149171	-150721670454	0	0xb000000000000000
-66679545764	147328109912	0	0xb000000000000000
-66650557411	166173579165	0	0xb000000000000000
-66505901202	18109922368	0	0xb000000000000000
-66364236895	125066350447	0	0xb000000000000000
-66321532299	109686824569	0	0xb000000000000000
-66189681165	-65183199341	0	0xb000000000000000
-65799354520	163917541155	0	0xb000000000000000
-65788691298	69028667752	0	0xb000000000000000
-65733843128	110008607078	0	0xb000000000000000
-65617684302	106434940791	0	0xb000000000000000
-65562428369	-76266576487	0	0xb000000000000000
-65487947394	5789484148	0	0xb000000000000000
-65271742172	144466985126	0	0xb000000000000000
-64915678281	162391511730	0	0xb000000000000000
-64780994732	92015116510	0	0xb000000000000000
-64749860929	130890905243	0	0xb000000000000000
-64725958557	-147674276173	0	0xb000000000000000
-64669994515	-85941001178	0	0xb000000000000000
-64606736219	160233484241	0	0xb000000000000000
-64598211150	28281728494	0	0xb000000000000000
-64557819581	160754348435	0	0xb000000000000000
-64473309246	-75661598423	0	0xb000000000000000
-64426089991	163154122783	0	0xb000000000000000
-64247993534	-42821894196	0	0xb000000000000000
-64222928897	137160066388	0	0xb000000000000000
-64204941761	-106212722365	0	0xb000000000000000
-64140730685	-131179740726	0	0xb000000000000000
-64129730770	-33266577222	0	0xb000000000000000
-64099659207	174092296329	0	0xb000000000000000
-64076254952	-84155733552	0	0xb000000000000000
-63953007945	-92604860400	0	0xb000000000000000
-63840382282	104549376785	0	0xb000000000000000
-63520428636	-165453024060	0	0xb000000000000000
-63444407627	163605022686	0	0xb000000000000000
-63413714903	-143747019322	0	0xb000000000000000
-63397096680	161830761995	0	0xb000000000000000
-63331694569	161656735037	0	0xb000000000000000
-63214465877	-66876831864	0	0xb000000000000000
-63156792515	-161885767025	0	0xb000000000000000
-63007688652	-135891217639	0	0xb000000000000000
-62990952676	159268102312	0	0xb000000000000000
-62807644417	-37982889745	0	0xb000000000000000
-62697464407	119391458156	0	0xb000000000000000
-62615736065	70949222497	0	0xb000000000000000
-62435041260	176855589776	0	0xb000000000000000
-62230951012	-51658673600	0	0xb000000000000000
-62098597641	97722896991	0	0xb000000000000000
-62022456909	-95503497998	0	0xb000000000000000
-61988065649	-78872602460	0	0xb000000000000000
-61968982191	156581412319	0	0xb000000000000000
-61941944313	-28639572527	0	0xb000000000000000
-61918516716	-147567234162	0	0xb000000000000000
-61785041881	-134560161112	0	0xb000000000000000
-61665811759	-129153926923	0	0xb000000000000000
-61638723503	-10301770000	0	0xb000000000000000
-61586726897	131157451106	0	0xb000000000000000
-61548820103	64495476618	0	0xb000000000000000
-61492725612	-170304381520	0	0xb000000000000000
-61491214291	123985987342	0	0xb000000000000000
-61447667231	-65815456119	0	0xb000000000000000
-61212109482	74279177555	0	0xb000000000000000
-61155851867	158440838716	0	0xb000000000000000
-61012298304	179962672980	0	0xb000000000000000
-60903329611	-18136427469	0	0xb000000000000000
-60806529794	-74850241774	0	0xb000000000000000
-60773500041	-120753449152	0	0xb000000000000000
-60724769041	22794203019	0	0xb000000000000000
-60712868386	70109977740	0	0xb000000000000000
-60691587137	4080950501	0	0xb000000000000000
-60634497285	2075311969	0	0xb000000000000000
-60386231122	141904431586	0	0xb000000000000000
-60324662550	-113352456596	0	0xb000000000000000
-60171267698	-90331909906	0	0xb000000000000000
-60130613008	142094573559	0	0xb000000000000000
-60064387288	115295706906	0	0xb000000000000000
-60043067108	51338242216	0	0xb000000000000000
-60030901918	36367447814	0	0xb000000000000000
-60003507178	-162646181871	0	0xb000000000000000
-59919012953	-51813282191	0	0xb000000000000000
-59726176858	-97822711774	0	0xb000000000000000
-59513042091	-89502943520	0	0xb000000000000000
-59380253035	57441671434	0	0xb000000000000000
-59314193076	-133050797232	0	0xb000000000000000
-59171454677	-159631281286	0	0xb000000000000000
-58876232143	18188825755	0	0xb000000000000000
-58686416741	-92890969858	0	0xb000000000000000
-58576800496	87439404096	0	0xb000000000000000
-58515550303	-33596960491	0	0xb000000000000000
-58468028257	-164759963599	0	0xb000000000000000
-58223155953	36223797883	0	0xb000000000000000
-58209873896	-163208323854	0	0xb000000000000000
-57897846497	-165884017600	0	0xb000000000000000
-57792216714	41365799950	0	0xb000000000000000
-57774165636	340266107	0	0xb000000000000000
-57746819133	-151690994664	0	0xb000000000000000
-57742593297	34629594859	0	0xb000000000000000
-57740023329	76616530873	0	0xb000000000000000
-57598380875	27115850294	0	0xb000000000000000
-57473225703	-156754510325	0	0xb000000000000000
-57393655999	-155014364338	0	0xb000000000000000
-57194531048	4911031141	0	0xb000000000000000
-57125180221	92592436413	0	0xb000000000000000
-56953557762	175620517985	0	0xb000000000000000
-56885226192	31938622957	0	0xb000000000000000
-56845020973	88398317646	0	0xb000000000000000
-56726347698	35345835002	0	0xb000000000000000
-56624223531	-136100378068	0	0xb000000000000000
-56589057041	-25710389831	0	0xb000000000000000
-56587861121	-59810136421	0	0xb000000000000000
-56568050774	-14987656372	0	0xb000000000000000
-56565107665	21291479553	0	0xb000000000000000
-56548411476	-84526016698	0	0xb000000000000000
-56478070314	136203218033	0	0xb000000000000000
-56416208108	53654606542	0	0xb000000000000000
-56307352001	54437217226	0	0xb000000000000000
-56305081204	-161004845650	0	0xb000000000000000
-56236177821	121323093340	0	0xb000000000000000
-56172900570	172656645219	0	0xb000000000000000
-55869127368	7118446755	0	0xb000000000000000
-55629600602	1489280982	0	0xb000000000000000
-55629284267	19431640329	0	0xb000000000000000
-55445420976	87083560226	0	0xb000000000000000
-55237194008	-29670700794	0	0xb000000000000000
-55204721778	-96459592083	0	0xb000000000000000
-55204423370	88835079123	0	0xb000000000000000
-55191652558	-31465409325	0	0xb000000000000000
-54996658399	-3192901381	0	0xb000000000000000
-54866422599	-84156608682	0	0xb000000000000000
-54657690774	153944336563	0	0xb000000000000000
-54476748944	136969461247	0	0xb000000000000000
-54432795544	-71802264145	0	0xb000000000000000
-54360664779	-30688881816	0	0xb000000000000000
-54129976304	-94328025624	0	0xb000000000000000
-54107797677	-115071789159	0	0xb000000000000000
-54011534483	17584455424	0	0xb000000000000000
-53940442994	93274836077	0	0xb000000000000000
-53891008624	115238855551	0	0xb000000000000000
-53693388108	106039854782	0	0xb000000000000000
-53503927200	-119218828781	0	0xb000000000000000
-53497193191	-57407709276	0	0xb000000000000000
-53438432267	-157714293503	0	0xb000000000000000
-53247609411	-12355131248	0	0xb000000000000000
-53194418329	87216077865	0	0xb000000000000000
-53166989631	124053245596	0	0xb000000000000000
-53120899404	-128214525545	0	0xb000000000000000
-52817342832	98672111692	0	0xb000000000000000
-52801134462	-98110996097	0	0xb000000000000000
-52781181004	-120676422015	0	0xb000000000000000
-52735901249	123539054993	0	0xb000000000000000
-52717295011	-62520139068	0	0xb000000000000000
-52624500957	81614970266	0	0xb000000000000000
-52623248987	-144307920059	0	0xb000000000000000
-52465006983	16124111771	0	0xb000000000000000
-52363384291	139970043514	0	0xb000000000000000
-52329406579	-63113326433	0	0xb000000000000000
-52078688887	-25514453029	0	0xb000000000000000
-51976413427	-144072475547	0	0xb000000000000000
-51788222991	-165831367339	0	0xb000000000000000
-51685069267	102059507125	0	0xb000000000000000
-51666172628	170426999259	0	0xb000000000000000
-51562199865	-179776462996	0	0xb000000000000000
-51552539172	36268239739	0	0xb000000000000000
-51519833918	36635206402	0	0xb000000000000000
-51454798097	22604942420	0	0xb000000000000000
-51453057952	42060797432	0	0xb000000000000000
-51413443513	-7882112718	0	0xb000000000000000
-51217595320	51676455016	0	0xb000000000000000
-51204569917	40749578458	0	0xb000000000000000
-51153420676	-176584011407	0	0xb000000000000000
-51135519036	-125962027992	0	0xb000000000000000
-51116115438	-177146537983	0	0xb000000000000000
-51085081085	123641984964	0	0xb000000000000000
-50857239848	-168971786051	0	0xb000000000000000
-50778246097	-154393293934	0	0xb000000000000000
-50705162279	-19329697362	0	0xb000000000000000
-50502561187	77621219909	0	0xb000000000000000
-50500497094	22285255556	0	0xb000000000000000
-50459959831	-124061433894	0	0xb000000000000000
-50422399948	-83248738747	0	0xb000000000000000
-50384051539	-11397398288	0	0xb000000000000000
-50349869004	-153522686549	0	0xb000000000000000
-50190191417	56429517083	0	0xb000000000000000
-50049213887	-103173797866	0	0xb000000000000000
-49918477848	-152606661460	0	0xb000000000000000
-49871223344	170386726606	0	0xb000000000000000
-49867395927	-132579341466	0	0xb000000000000000
-49722690322	132838212537	0	0xb000000000000000
-49628015457	132116707827	0	0xb000000000000000
-49582639203	103337640139	0	0xb000000000000000
-49569403445	-178826940243	0	0xb000000000000000
-49455851030	-109786977621	0	0xb000000000000000
-49416449710	160388820547	0	0xb000000000000000
-49339575453	-3954256749	0	0xb000000000000000
-49295030348	-44684944798	0	0xb000000000000000
-49212394937	-116847523363	0	0xb000000000000000
-48846532841	128518016376	0	0xb000000000000000
-48774468718	-36104572985	0	0xb000000000000000
-48556668834	35040080612	0	0xb000000000000000
-48508215130	107644043430	0	0xb000000000000000
-48491500130	-119158529022	0	0xb000000000000000
-48139060407	169890448332	0	0xb000000000000000
-47930800372	122411903555	0	0xb000000000000000
-47856236536	-120494980470	0	0xb000000000000000
-47845742230	-136549575444	0	0xb000000000000000
-47804509342	-158689418523	0	0xb000000000000000
-47778603436	93294954963	0	0xb000000000000000
-47740028261	-126370497921	0	0xb000000000000000
-47690904071	144646587993	0	0xb000000000000000
-47655398044	-148036139692	0	0xb000000000000000
-47565119505	8746306321	0	0xb000000000000000
-47560442943	-102520389287	0	0xb000000000000000
-47534901394	27465375099	0	0xb000000000000000
-47505384036	110219187059	0	0xb000000000000000
-47166341399	106539736626	0	0xb000000000000000
-47142046463	-12613666140	0	0xb000000000000000
-47069079586	77560417416	0	0xb000000000000000
-47014951995	136220916087	0	0xb000000000000000
-46929247364	-160849301027	0	0xb000000000000000
-46918724527	53810956947	0	0xb000000000000000
-46764002227	-171691255258	0	0xb000000000000000
-46656350381	111750917246	0	0xb000000000000000
-46572421813	94342867629	0	0xb000000000000000
-46555704775	65154754720	0	0xb000000000000000
-46535215032	82667051385	0	0xb000000000000000
-46498165564	-157759428606	0	0xb000000000000000
-46431307874	-112624666968	0	0xb000000000000000
-46396496880	54670676874	0	0xb000000000000000
-46295779682	58790692318	0	0xb000000000000000
-46196243794	-42019513292	0	0xb000000000000000
-46062225100	46251586037	0	0xb000000000000000
-46049002573	78011102780	0	0xb000000000000000
-46000504815	141723881565	0	0xb000000000000000
-45643444165	-48799602703	0	0xb000000000000000
-45501984921	94924390942	0	0xb000000000000000
-45391417901	-145737954789	0	0xb000000000000000
-45230948570	-48364928112	0	0xb000000000000000
-45187278932	75494953184	0	0xb000000000000000
-45018503486	-16816886383	0	0xb000000000000000
-45011957494	108047741277	0	0xb000000000000000
-45000000000	-45000000000	0	0xb000000000000000
-44986329017	154686279796	0	0xb000000000000000
-44983460933	37411879143	0	0xb000000000000000
-44943727833	-179997425663	0	0x7000000000000000
-44926929329	-146772374886	0	0xb000000000000000
-44830399351	-139273144187	0	0xb000000000000000
-44812646213	-82472540744	0	0xb000000000000000
-44791598833	-53933061910	0	0xb000000000000000
-44783148141	-32009855879	0	0xb000000000000000
-44692495811	111185593362	0	0xb000000000000000
-44667035791	146263978296	0	0xb000000000000000
-44500682059	-131353492439	0	0xb000000000000000
-44493877688	56797968448	0	0xb000000000000000
-44356419922	-58376775585	0	0xb000000000000000
-44264421101	63049280815	0	0xb000000000000000
-44260878893	-131153149155	0	0xb000000000000000
-44104193557	-124653491043	0	0xb000000000000000
-44035924760	-125835576862	0	0xb000000000000000
-43842149523	167975940799	0	0x7000000000000000
-43587077125	85713954686	0	0x3000000000000000
-43533619517	136196525819	0	0xb000000000000000
-43503029553	-64445263107	0	0xb000000000000000
-43460325092	75121078702	0	0x3000000000000000
-43427550451	-13606499059	0	0x1000000000000000
-43365465960	-54505267912	0	0xb000000000000000
-43297067392	50111785538	0	0xb000000000000000
-43109823297	126122191048	0	0xb000000000000000
-42957046096	49657033305	0	0xb000000000000000
-42922370798	20569633116	0	0x1000000000000000
-42903844068	-119284288943	0	0xb000000000000000
-42778158153	-85466090537	0	0x9000000000000000
-42776695149	36861296582	0	0xb000000000000000
-42720000346	-65782062346	0	0xb000000000000000
-42639309566	-87292526351	0	0x9000000000000000
-42604119021	-155559481458	0	0xb000000000000000
-42602069202	91588177535	0	0x3000000000000000
-42224608715	-29977582720	0	0xb000000000000000
-41990161670	111462893467	0	0x3000000000000000
-41895429306	33340296085	0	0xb000000000000000
-41849667988	-149688654550	0	0xb000000000000000
-41776183867	-148263640563	0	0xb000000000000000
-41723491061	101658386073	0	0x3000000000000000
-41704086675	10271516156	0	0x1000000000000000
-41439779497	85854515563	0	0x3000000000000000
-41381340812	-13330819447	0	0x1000000000000000
-41365713303	-115544539594	0	0x9000000000000000
-41354567796	12233497047	0	0x1000000000000000
-41277581072	148916686333	0	0xb000000000000000
-41232357916	174625833023	0	0x7000000000000000
-41107423156	13686759139	0	0x1000000000000000
-40943199422	-105196624618	0	0x9000000000000000
-40925551204	67970183438	0	0x3000000000000000
-40921724779	-25648018265	0	0x1000000000000000
-40602754966	170260212904	0	0x7000000000000000
-40520648489	-113427930826	0	0x9000000000000000
-40443237603	120068313837	0	0x3000000000000000
-40414633596	-26185638705	0	0x1000000000000000
-40215317174	144645911764	0	0xb000000000000000
-39879222626	54703269900	0	0xb000000000000000
-39816619628	173799010845	0	0x7000000000000000
-39717330069	153994560246	0	0x7000000000000000
-39613972940	139074757878	0	0xb000000000000000
-39474004281	158974521226	0	0x7000000000000000
-39413516324	155791656804	0	0x7000000000000000
-39379601970	109019237523	0	0x3000000000000000
-39360770819	100123458442	0	0x3000000000000000
-39278905042	-145449123646	0	0x7000000000000000
-39204693722	-106845021296	0	0x9000000000000000
-39116990098	-2960358946	0	0x1000000000000000
-39054662491	-29942287033	0	0x1000000000000000
-38939816840	105009998291	0	0x3000000000000000
-38843437414	29126827756	0	0x1000000000000000
-38738703002	30811500309	0	0x1000000000000000
-38651071787	139697050515	0	0xb000000000000000
-38575740108	120529218517	0	0x3000000000000000
